id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
361,Kimberly,Torres,kimberly.torres.361@gslingacademy.com,female,2,False,91,87,88,82,95,70,87,Kimberly Torres,85.71428571428571,B,406,Biology,English
362,Jeffrey,Booker,jeffrey.booker.362@gslingacademy.com,male,0,False,100,86,81,100,66,98,97,Jeffrey Booker,89.71428571428571,B,164,Math,Biology
363,Nicole,Buchanan,nicole.buchanan.363@gslingacademy.com,female,3,False,92,79,71,65,99,91,98,Nicole Buchanan,85.0,B,465,Biology,Chemistry
364,Kristin,Johnson,kristin.johnson.364@gslingacademy.com,female,7,False,89,76,95,83,84,96,61,Kristin Johnson,83.42857142857143,B,635,English,Geography
365,Emily,Bell,emily.bell.365@gslingacademy.com,female,3,False,93,92,92,76,49,93,75,Emily Bell,81.42857142857143,B,937,Math,Biology
366,Francis,Nelson,francis.nelson.366@gslingacademy.com,male,10,False,81,64,67,74,65,94,96,Francis Nelson,77.28571428571429,C,1493,Geography,History
367,Tracy,Harris,tracy.harris.367@gslingacademy.com,male,2,False,70,73,70,67,96,86,89,Tracy Harris,78.71428571428571,C,1317,Biology,Chemistry
368,Sheila,Sosa,sheila.sosa.368@gslingacademy.com,female,2,False,61,70,89,97,60,79,79,Sheila Sosa,76.42857142857143,C,1578,Chemistry,Biology
369,Ashley,Mendez,ashley.mendez.369@gslingacademy.com,female,7,False,62,53,78,77,59,95,80,Ashley Mendez,72.0,C,1858,English,History
370,Matthew,Griffin,matthew.griffin.370@gslingacademy.com,male,3,False,83,61,79,99,66,60,76,Matthew Griffin,74.85714285714286,C,1715,Chemistry,English
371,Timothy,Mann,timothy.mann.371@gslingacademy.com,male,3,False,85,96,87,63,69,69,81,Timothy Mann,78.57142857142857,C,1338,History,Chemistry
372,Christine,Foster,christine.foster.372@gslingacademy.com,female,7,False,83,55,87,74,73,77,61,Christine Foster,72.85714285714286,C,1828,Physics,History
373,Julie,Yates,julie.yates.373@gslingacademy.com,female,2,False,73,95,54,94,99,58,94,Julie Yates,81.0,B,994,Biology,Physics
374,William,Ballard,william.ballard.374@gslingacademy.com,male,10,True,61,65,73,78,77,97,96,William Ballard,78.14285714285714,C,1388,English,Math
375,Kristen,Adams,kristen.adams.375@gslingacademy.com,female,5,True,77,72,81,63,69,73,80,Kristen Adams,73.57142857142857,C,1798,Physics,Chemistry
376,Chelsea,Mitchell,chelsea.mitchell.376@gslingacademy.com,female,2,False,77,87,65,91,71,90,90,Chelsea Mitchell,81.57142857142857,B,915,Chemistry,Physics
377,Patrick,Everett,patrick.everett.377@gslingacademy.com,male,3,False,99,94,94,62,68,79,68,Patrick Everett,80.57142857142857,B,1056,Math,Chemistry
378,Carla,Parker,carla.parker.378@gslingacademy.com,female,7,False,73,69,94,78,76,63,71,Carla Parker,74.85714285714286,C,1715,Physics,English
379,Casey,Galvan,casey.galvan.379@gslingacademy.com,male,1,False,95,89,96,89,60,99,93,Casey Galvan,88.71428571428571,B,214,English,Biology
380,Eric,Moran,eric.moran.380@gslingacademy.com,male,7,True,94,79,92,100,93,63,98,Eric Moran,88.42857142857143,B,221,Chemistry,English
381,Tabitha,Hudson,tabitha.hudson.381@gslingacademy.com,female,2,True,75,83,85,65,76,94,60,Tabitha Hudson,76.85714285714286,C,1537,English,Geography
382,Lance,Salazar,lance.salazar.382@gslingacademy.com,male,2,False,66,83,77,91,84,74,62,Lance Salazar,76.71428571428571,C,1553,Chemistry,Geography
383,Melissa,Williamson,melissa.williamson.383@gslingacademy.com,female,1,False,91,79,89,74,79,74,61,Melissa Williamson,78.14285714285714,C,1388,Math,Geography
384,James,Castro,james.castro.384@gslingacademy.com,male,5,False,81,61,75,65,90,92,80,James Castro,77.71428571428571,C,1446,English,History
385,Joseph,Johnson,joseph.johnson.385@gslingacademy.com,male,8,False,71,69,69,67,70,78,66,Joseph Johnson,70.0,C,1911,English,Geography
386,Gene,Woodward,gene.woodward.386@gslingacademy.com,male,4,True,77,94,97,77,63,98,98,Gene Woodward,86.28571428571429,B,353,English,Biology
387,Patricia,Watson,patricia.watson.387@gslingacademy.com,female,0,False,91,87,93,85,98,85,95,Patricia Watson,90.57142857142857,A,131,Biology,Chemistry
388,John,Carey,john.carey.388@gslingacademy.com,male,1,False,83,98,100,93,100,77,76,John Carey,89.57142857142857,B,168,Physics,Geography
389,Sara,Cochran,sara.cochran.389@gslingacademy.com,female,1,False,75,51,70,84,66,64,88,Sara Cochran,71.14285714285714,C,1884,Geography,History
390,Jamie,Suarez,jamie.suarez.390@gslingacademy.com,female,3,True,86,96,68,71,86,94,89,Jamie Suarez,84.28571428571429,B,531,History,Physics
391,Steven,Frazier,steven.frazier.391@gslingacademy.com,male,2,False,86,88,89,89,98,89,96,Steven Frazier,90.71428571428571,A,128,Biology,Math
392,Nicholas,Hart,nicholas.hart.392@gslingacademy.com,male,4,True,85,67,60,82,77,72,72,Nicholas Hart,73.57142857142857,C,1798,Math,Physics
393,Cheryl,Arias,cheryl.arias.393@gslingacademy.com,female,6,False,62,81,80,88,78,94,85,Cheryl Arias,81.14285714285714,B,975,English,Math
394,Marc,Brock,marc.brock.394@gslingacademy.com,male,7,False,100,65,67,61,76,58,84,Marc Brock,73.0,C,1823,Math,English
395,Timothy,Perez,timothy.perez.395@gslingacademy.com,male,9,False,79,86,97,60,66,74,96,Timothy Perez,79.71428571428571,C,1178,Physics,Chemistry
396,Courtney,Rodriguez,courtney.rodriguez.396@gslingacademy.com,female,1,False,99,97,68,85,86,85,73,Courtney Rodriguez,84.71428571428571,B,494,Math,Physics
397,Samantha,Clark,samantha.clark.397@gslingacademy.com,female,7,False,46,65,97,100,56,73,95,Samantha Clark,76.0,C,1622,Chemistry,Math
398,Francisco,Reilly,francisco.reilly.398@gslingacademy.com,male,0,False,85,97,88,61,80,80,84,Francisco Reilly,82.14285714285714,B,807,History,Chemistry
399,Denise,Young,denise.young.399@gslingacademy.com,female,2,False,85,68,89,64,79,66,66,Denise Young,73.85714285714286,C,1781,Physics,Chemistry
400,Darrell,Williams,darrell.williams.400@gslingacademy.com,male,4,False,85,87,91,63,95,88,62,Darrell Williams,81.57142857142857,B,915,Biology,Geography
401,Andrew,Smith,andrew.smith.401@gslingacademy.com,male,3,False,99,86,90,100,96,77,60,Andrew Smith,86.85714285714286,B,318,Chemistry,Geography
402,Teresa,Stafford,teresa.stafford.402@gslingacademy.com,female,1,False,84,92,63,91,89,92,76,Teresa Stafford,83.85714285714286,B,583,History,Physics
403,Cory,Harris,cory.harris.403@gslingacademy.com,male,4,False,85,72,87,72,68,85,78,Cory Harris,78.14285714285714,C,1388,Physics,Biology
404,Douglas,Irwin,douglas.irwin.404@gslingacademy.com,male,7,False,100,79,92,92,67,68,72,Douglas Irwin,81.42857142857143,B,937,Math,Biology
405,Deborah,Miller,deborah.miller.405@gslingacademy.com,female,3,False,86,61,68,91,60,86,62,Deborah Miller,73.42857142857143,C,1805,Chemistry,Biology
406,Autumn,Hernandez,autumn.hernandez.406@gslingacademy.com,female,5,False,79,70,71,95,79,77,68,Autumn Hernandez,77.0,C,1531,Chemistry,Geography
407,Paul,Serrano,paul.serrano.407@gslingacademy.com,male,5,False,76,82,76,71,70,89,76,Paul Serrano,77.14285714285714,C,1513,English,Biology
408,Matthew,Griffin,matthew.griffin.408@gslingacademy.com,male,1,False,96,63,69,67,69,92,77,Matthew Griffin,76.14285714285714,C,1613,Math,History
409,Evan,Holmes,evan.holmes.409@gslingacademy.com,male,4,True,100,77,75,74,80,94,74,Evan Holmes,82.0,B,832,Math,Chemistry
410,Cynthia,Baker,cynthia.baker.410@gslingacademy.com,female,6,False,88,84,87,97,94,87,85,Cynthia Baker,88.85714285714286,B,208,Chemistry,History
411,Sandra,Melendez,sandra.melendez.411@gslingacademy.com,female,3,False,96,76,98,89,93,85,75,Sandra Melendez,87.42857142857143,B,283,Physics,Geography
412,Claudia,Munoz,claudia.munoz.412@gslingacademy.com,female,5,False,92,66,96,71,87,89,61,Claudia Munoz,80.28571428571429,B,1099,Physics,Geography
413,Christopher,Nguyen,christopher.nguyen.413@gslingacademy.com,male,2,True,87,93,99,100,97,92,90,Christopher Nguyen,94.0,A,24,Chemistry,Math
414,David,Jennings,david.jennings.414@gslingacademy.com,male,3,False,95,82,74,87,36,61,88,David Jennings,74.71428571428571,C,1727,Math,Biology
415,Joel,Morris,joel.morris.415@gslingacademy.com,male,6,False,44,76,56,71,66,54,91,Joel Morris,65.42857142857143,D,1983,Geography,Math
416,Rhonda,Bradley,rhonda.bradley.416@gslingacademy.com,female,3,False,78,89,68,63,81,92,97,Rhonda Bradley,81.14285714285714,B,975,Geography,Chemistry
417,Melissa,Brown,melissa.brown.417@gslingacademy.com,female,4,False,95,78,93,85,48,68,75,Melissa Brown,77.42857142857143,C,1478,Math,Biology
418,Matthew,Kramer,matthew.kramer.418@gslingacademy.com,male,7,False,57,56,53,75,98,92,73,Matthew Kramer,72.0,C,1858,Biology,Physics
419,Austin,Bass,austin.bass.419@gslingacademy.com,male,3,True,86,99,95,94,92,90,77,Austin Bass,90.42857142857143,A,137,History,Geography
420,Jennifer,West,jennifer.west.420@gslingacademy.com,female,2,False,92,97,100,91,95,90,95,Jennifer West,94.28571428571429,A,17,Physics,English
421,Patricia,Mccormick,patricia.mccormick.421@gslingacademy.com,female,1,False,69,69,84,100,69,77,87,Patricia Mccormick,79.28571428571429,C,1245,Chemistry,Math
422,Sandra,Jacobs,sandra.jacobs.422@gslingacademy.com,female,1,False,91,62,75,60,82,91,96,Sandra Jacobs,79.57142857142857,C,1200,Geography,Chemistry
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,4,False,79,79,97,78,31,99,84,Jasmine Clark,78.14285714285714,C,1388,English,Biology
424,Jeffrey,Young,jeffrey.young.424@gslingacademy.com,male,5,False,93,96,80,64,91,68,71,Jeffrey Young,80.42857142857143,B,1077,History,Chemistry
425,Jason,Hernandez,jason.hernandez.425@gslingacademy.com,male,6,False,90,79,90,73,76,68,95,Jason Hernandez,81.57142857142857,B,915,Geography,English
426,Christopher,Hamilton,christopher.hamilton.426@gslingacademy.com,male,3,False,99,68,100,95,95,88,83,Christopher Hamilton,89.71428571428571,B,164,Physics,History
427,Monique,Peterson,monique.peterson.427@gslingacademy.com,female,0,False,90,69,81,92,65,89,69,Monique Peterson,79.28571428571429,C,1245,Chemistry,Biology
428,Jill,Sexton,jill.sexton.428@gslingacademy.com,female,1,True,71,84,66,75,93,84,69,Jill Sexton,77.42857142857143,C,1478,Biology,Physics
429,Jennifer,Kemp,jennifer.kemp.429@gslingacademy.com,female,1,False,98,93,67,74,81,87,76,Jennifer Kemp,82.28571428571429,B,789,Math,Physics
430,David,Harris,david.harris.430@gslingacademy.com,male,5,False,94,99,83,94,93,95,93,David Harris,93.0,A,51,History,Physics
431,Cheryl,Snyder,cheryl.snyder.431@gslingacademy.com,female,7,False,92,89,79,76,86,61,81,Cheryl Snyder,80.57142857142857,B,1056,Math,English
432,Nathan,Armstrong,nathan.armstrong.432@gslingacademy.com,male,2,False,100,96,74,61,87,94,60,Nathan Armstrong,81.71428571428571,B,890,Math,Geography
433,Patrick,Ryan,patrick.ryan.433@gslingacademy.com,male,9,False,48,55,86,51,54,94,61,Patrick Ryan,64.14285714285714,D,1993,English,Math
434,Christian,Wilkins,christian.wilkins.434@gslingacademy.com,male,6,False,63,87,71,68,66,67,99,Christian Wilkins,74.42857142857143,C,1749,Geography,Math
435,Clinton,Martin,clinton.martin.435@gslingacademy.com,male,2,False,89,83,89,91,94,93,69,Clinton Martin,86.85714285714286,B,318,Biology,Geography
436,Adriana,Sandoval,adriana.sandoval.436@gslingacademy.com,female,5,False,88,90,93,81,88,90,74,Adriana Sandoval,86.28571428571429,B,353,Physics,Geography
437,Jeremy,Harvey,jeremy.harvey.437@gslingacademy.com,male,2,False,98,87,67,97,62,60,79,Jeremy Harvey,78.57142857142857,C,1338,Math,English
438,Caitlin,Murillo,caitlin.murillo.438@gslingacademy.com,female,1,False,92,86,88,75,60,50,79,Caitlin Murillo,75.71428571428571,C,1646,Math,English
439,Andrew,Green,andrew.green.439@gslingacademy.com,male,3,False,80,60,100,99,98,75,94,Andrew Green,86.57142857142857,B,333,Physics,History
440,Rodney,Bennett,rodney.bennett.440@gslingacademy.com,male,2,False,92,63,91,65,69,94,98,Rodney Bennett,81.71428571428571,B,890,Geography,History
441,Megan,Moyer,megan.moyer.441@gslingacademy.com,female,2,False,82,95,68,64,97,99,60,Megan Moyer,80.71428571428571,B,1035,English,Geography
442,Mathew,Burns,mathew.burns.442@gslingacademy.com,male,1,False,84,74,74,75,99,99,85,Mathew Burns,84.28571428571429,B,531,Biology,History
443,Tammie,Stanley,tammie.stanley.443@gslingacademy.com,female,7,False,61,70,65,67,93,81,63,Tammie Stanley,71.42857142857143,C,1875,Biology,Math
444,James,Glover,james.glover.444@gslingacademy.com,male,4,False,99,87,98,76,65,94,67,James Glover,83.71428571428571,B,601,Math,Biology
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,3,False,83,69,90,78,39,95,82,Michelle Reeves,76.57142857142857,C,1567,English,Biology
446,Rhonda,Hall,rhonda.hall.446@gslingacademy.com,female,9,False,56,90,95,59,91,77,99,Rhonda Hall,81.0,B,994,Geography,Math
447,Matthew,Kidd,matthew.kidd.447@gslingacademy.com,male,2,False,65,64,52,56,63,82,83,Matthew Kidd,66.42857142857143,D,1971,Geography,Physics
448,Joseph,Stone,joseph.stone.448@gslingacademy.com,male,3,False,94,61,77,73,79,65,89,Joseph Stone,76.85714285714286,C,1537,Math,History
449,Jessica,Mendoza,jessica.mendoza.449@gslingacademy.com,female,1,False,90,96,73,89,93,87,96,Jessica Mendoza,89.14285714285714,B,194,History,Physics
450,Susan,Brown,susan.brown.450@gslingacademy.com,female,3,False,94,82,81,90,76,97,86,Susan Brown,86.57142857142857,B,333,English,Biology
451,Lori,Ryan,lori.ryan.451@gslingacademy.com,female,3,False,89,87,63,83,64,85,72,Lori Ryan,77.57142857142857,C,1464,Math,Physics
452,Ryan,Cruz,ryan.cruz.452@gslingacademy.com,male,1,False,89,67,68,93,98,75,88,Ryan Cruz,82.57142857142857,B,752,Biology,History
453,Nicholas,Johnson,nicholas.johnson.453@gslingacademy.com,male,7,False,88,98,87,85,96,77,96,Nicholas Johnson,89.57142857142857,B,168,History,English
454,Joseph,Schmidt,joseph.schmidt.454@gslingacademy.com,male,1,False,76,94,90,75,92,86,87,Joseph Schmidt,85.71428571428571,B,406,History,Chemistry
455,Daniel,Brown,daniel.brown.455@gslingacademy.com,male,1,False,88,78,84,96,92,99,97,Daniel Brown,90.57142857142857,A,131,English,History
456,Harold,Vazquez,harold.vazquez.456@gslingacademy.com,male,4,False,88,76,80,72,100,69,71,Harold Vazquez,79.42857142857143,C,1224,Biology,English
457,Lance,Parsons,lance.parsons.457@gslingacademy.com,male,0,True,54,88,82,89,72,60,69,Lance Parsons,73.42857142857143,C,1805,Chemistry,Math
458,Jill,Mathews,jill.mathews.458@gslingacademy.com,female,2,True,87,87,76,67,68,89,77,Jill Mathews,78.71428571428571,C,1317,English,Chemistry
459,Crystal,Nguyen,crystal.nguyen.459@gslingacademy.com,female,1,False,95,73,79,81,82,69,100,Crystal Nguyen,82.71428571428571,B,730,Geography,English
460,Susan,Perez,susan.perez.460@gslingacademy.com,female,2,False,72,72,68,81,95,90,99,Susan Perez,82.42857142857143,B,769,Geography,Physics
461,Brenda,Powers,brenda.powers.461@gslingacademy.com,female,1,True,95,76,70,89,88,87,62,Brenda Powers,81.0,B,994,Math,Geography
462,Samuel,Thompson,samuel.thompson.462@gslingacademy.com,male,4,False,91,97,86,77,83,79,62,Samuel Thompson,82.14285714285714,B,807,History,Geography
463,Taylor,Nelson,taylor.nelson.463@gslingacademy.com,female,3,True,79,81,63,79,96,96,89,Taylor Nelson,83.28571428571429,B,655,Biology,Physics
464,Kimberly,West,kimberly.west.464@gslingacademy.com,female,1,False,80,71,94,92,92,60,78,Kimberly West,81.0,B,994,Physics,English
465,Brad,Lee,brad.lee.465@gslingacademy.com,male,2,False,86,90,88,73,50,93,71,Brad Lee,78.71428571428571,C,1317,English,Biology
466,Clayton,Green,clayton.green.466@gslingacademy.com,male,1,False,88,88,90,67,77,83,64,Clayton Green,79.57142857142857,C,1200,Physics,Geography
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,male,5,False,83,95,86,80,64,66,97,Richard Anderson,81.57142857142857,B,915,Geography,Biology
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,male,2,False,84,84,80,97,87,97,91,Antonio Flores,88.57142857142857,B,215,Chemistry,Physics
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,female,0,False,85,82,81,85,72,90,71,Margaret Mullins,80.85714285714286,B,1019,English,Geography
470,Michael,Ball,michael.ball.470@gslingacademy.com,male,2,False,91,85,96,83,74,87,74,Michael Ball,84.28571428571429,B,531,Physics,Biology
471,Allen,Booth,allen.booth.471@gslingacademy.com,male,4,True,83,71,94,60,63,93,67,Allen Booth,75.85714285714286,C,1637,Physics,Chemistry
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,female,7,False,97,93,99,98,96,79,88,Stephanie Clark,92.85714285714286,A,56,Physics,English
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,female,6,False,63,68,92,73,66,69,87,Sharon Nelson,74.0,C,1775,Physics,Math
474,Marco,Clark,marco.clark.474@gslingacademy.com,male,6,False,92,98,90,82,86,86,89,Marco Clark,89.0,B,201,History,Chemistry
475,Victor,Smith,victor.smith.475@gslingacademy.com,male,6,True,78,78,64,94,79,92,63,Victor Smith,78.28571428571429,C,1374,Chemistry,Geography
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,female,3,False,78,90,69,100,90,91,90,Christina Patterson,86.85714285714286,B,318,Chemistry,Physics
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,male,8,True,89,60,93,79,72,76,85,Jerry Knight,79.14285714285714,C,1264,Physics,History
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,female,3,False,53,87,100,84,63,62,95,Madison Jacobs,77.71428571428571,C,1446,Physics,Math
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,male,5,False,63,84,60,85,91,83,84,Douglas Watson,78.57142857142857,C,1338,Biology,Physics
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,male,3,True,100,98,71,100,71,92,63,Manuel Barrett,85.0,B,465,Math,Geography
481,Janet,Martin,janet.martin.481@gslingacademy.com,female,7,False,79,54,81,87,67,74,85,Janet Martin,75.28571428571429,C,1683,Chemistry,History
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,female,4,True,93,77,71,62,94,69,72,Teresa Flores,76.85714285714286,C,1537,Biology,Chemistry
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,male,5,True,97,88,67,72,83,87,62,Anthony Mullins,79.42857142857143,C,1224,Math,Geography
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,female,6,True,76,82,93,98,98,60,65,Julie Zamora,81.71428571428571,B,890,Chemistry,English
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,3,True,84,83,80,91,88,61,61,Maria Nguyen,78.28571428571429,C,1374,Chemistry,English
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,5,False,56,96,65,61,78,77,95,Selena Castro,75.42857142857143,C,1678,History,Math
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,3,False,97,89,94,91,95,70,75,Whitney Miller,87.28571428571429,B,291,Math,English
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,10,False,67,60,97,53,93,78,81,Brenda Mooney,75.57142857142857,C,1664,Physics,Chemistry
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,10,False,97,93,64,74,94,74,76,Angela Allen,81.71428571428571,B,890,Math,Physics
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,5,False,100,67,50,78,73,90,91,Erica Cohen,78.42857142857143,C,1355,Math,Physics
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,female,5,True,83,61,76,75,62,79,94,Kelly Sanders,75.71428571428571,C,1646,Geography,History
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,5,False,85,63,83,83,69,94,80,Michael Clark,79.57142857142857,C,1200,English,History
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,5,True,100,96,97,64,76,77,61,Tammy Fields,81.57142857142857,B,915,Math,Geography
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,4,False,92,98,99,86,100,86,87,Steven Pennington,92.57142857142857,A,65,Biology,Chemistry
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,3,False,88,98,65,68,99,94,79,Matthew Chavez,84.42857142857143,B,515,Biology,Physics
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,male,1,False,95,82,62,76,64,91,79,Stephen Gallagher,78.42857142857143,C,1355,Math,Physics
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,5,False,76,81,84,80,80,84,70,Victoria Anderson,79.28571428571429,C,1245,Physics,Geography
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,2,False,79,93,72,97,69,78,87,Thomas Schroeder,82.14285714285714,B,807,Chemistry,Biology
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,3,False,93,70,84,68,71,85,70,Mark Sanchez,77.28571428571429,C,1493,Math,Chemistry
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,3,False,79,96,78,90,94,76,88,Katelyn Moses,85.85714285714286,B,394,History,English
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,1,False,98,99,72,100,94,77,84,Corey Davis,89.14285714285714,B,194,Chemistry,Physics
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,8,True,93,99,81,67,87,76,60,Susan Klein,80.42857142857143,B,1077,History,Geography
503,John,Martinez,john.martinez.503@gslingacademy.com,male,4,False,91,79,78,95,86,89,100,John Martinez,88.28571428571429,B,229,Geography,Physics
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,4,False,86,99,77,61,72,92,70,Kendra Robertson,79.57142857142857,C,1200,History,Chemistry
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,8,False,81,80,85,93,68,75,90,Tamara Olson,81.71428571428571,B,890,Chemistry,Biology
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,6,False,97,94,94,83,91,65,96,Sara Frazier,88.57142857142857,B,215,Math,English
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,3,True,90,95,89,93,92,99,88,Morgan Moore,92.28571428571429,A,73,English,Geography
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,1,True,90,91,62,82,76,70,64,Eric Snyder,76.42857142857143,C,1578,History,Physics
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,5,False,82,92,95,61,84,81,82,Paul Hale,82.42857142857143,B,769,Physics,Chemistry
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,7,False,91,94,89,74,60,77,77,Dale Martinez,80.28571428571429,B,1099,History,Biology
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,0,False,70,94,67,74,84,95,65,Sandra Prince,78.42857142857143,C,1355,English,Geography
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,2,False,60,75,70,96,63,82,80,Dawn Poole,75.14285714285714,C,1688,Chemistry,Math
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,3,False,85,96,99,94,95,92,95,Emily Jordan,93.71428571428571,A,28,Physics,Math
514,John,Owen,john.owen.514@gslingacademy.com,male,6,False,82,85,72,69,63,99,68,John Owen,76.85714285714286,C,1537,English,Biology
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,4,False,83,79,92,69,85,71,95,Andrew Best,82.0,B,832,Geography,Chemistry
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,2,False,96,88,100,95,85,94,93,Holly Burns,93.0,A,51,Physics,Biology
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,female,1,False,85,87,78,72,91,88,93,Alicia Rodriguez,84.85714285714286,B,479,Geography,Chemistry
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,4,False,95,61,84,98,63,66,80,Erin Ray,78.14285714285714,C,1388,Chemistry,History
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,6,False,97,92,87,61,75,62,94,Todd Griffith,81.14285714285714,B,975,Math,Chemistry
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,2,False,95,69,91,97,89,84,66,Melinda Payne,84.42857142857143,B,515,Chemistry,Geography
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,3,False,69,98,77,63,88,64,60,Cynthia Williams,74.14285714285714,C,1766,History,Geography
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,9,False,84,55,65,62,56,91,81,Jenny Washington,70.57142857142857,C,1897,English,History
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,5,False,92,100,100,98,83,75,72,Angela Joyce,88.57142857142857,B,215,History,Geography
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,2,False,87,95,78,82,53,59,66,William Alvarado,74.28571428571429,C,1753,History,Biology
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,5,False,97,87,90,70,96,75,93,Michael Mercer,86.85714285714286,B,318,Math,Chemistry
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,8,False,92,96,77,95,63,57,90,Erin Miller,81.42857142857143,B,937,History,English
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,2,False,72,91,68,79,98,71,89,Robert Heath,81.14285714285714,B,975,Biology,Physics
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,3,True,50,55,96,72,55,50,64,Deborah Rojas,63.142857142857146,D,1997,Physics,Math
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,7,False,97,96,93,94,91,96,87,Diana Jones,93.42857142857143,A,37,Math,Geography
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,3,True,89,77,69,72,63,84,99,Meredith Clark,79.0,C,1284,Geography,Biology
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,3,False,77,76,90,95,94,99,94,Christina Garrett,89.28571428571429,B,187,English,History
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,1,False,91,89,66,69,100,88,79,Daniel Jackson,83.14285714285714,B,670,Biology,Physics
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,7,False,64,92,70,81,85,55,76,Bradley Robinson,74.71428571428571,C,1727,History,English
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,4,False,71,87,63,73,89,77,66,Phyllis Schneider,75.14285714285714,C,1688,Biology,Physics
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,10,True,56,79,74,66,92,57,61,Thomas Clark,69.28571428571429,D,1923,Biology,Math
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,4,False,87,70,98,64,65,78,83,Gregory Gonzalez,77.85714285714286,C,1432,Physics,Chemistry
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,0,False,99,69,85,91,77,88,75,Michelle Roth,83.42857142857143,B,635,Math,History
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,male,2,False,98,88,76,72,92,81,89,Christopher Murphy,85.14285714285714,B,458,Math,Chemistry
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,2,False,87,83,74,61,81,72,98,Mark Davis,79.42857142857143,C,1224,Geography,Chemistry
